osID,title,ai_health_related,nlp_health_related,ai_disease_areas,nlp_disease_areas,agree_health,agree_areas,any_overlap,ai_only_areas,nlp_only_areas
OS-228,Morphometric and EM Analyses of Tibial Epiphyseal Plates from Cosmos 2044 Rats,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-229,Skeletal Muscle Atrophy in Response to 14 Days of Weightlessness,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-23,SLS-2 Effects of Zero-Gravity Exposure on Biochemical and Metabolic Properties of Skeletal Muscle experiment data,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-230,Effect of Zero Gravity on Myosin Isoform Expression in Rodent Skeletal Muscle,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-231,Messenger RNA Levels in Skeletal and Smooth Muscles: I. mRNA Decrease in Skeletal Muscle During Spaceflight,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-232,Messenger RNA Levels in Skeletal and Smooth Muscles: II. mRNA Levels in Smooth Muscle,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-233,Effects of Microgravity in the Adductor Longus Muscle and Receptors in the Forebrain of Rats,True,False,Musculoskeletal diseases; Neurological diseases,,False,False,False,Musculoskeletal diseases; Neurological diseases,
OS-234,Rodent Tissue Repair: I. Skin Repair Studies,True,False,Cancer; Musculoskeletal diseases,,False,False,False,Cancer; Musculoskeletal diseases,
OS-235,"Rodent Tissue Repair: II. Changes in Muscle Serine Proteases, Serpins, and Matrix Molecules",True,False,Cancer; Kidney diseases; Musculoskeletal diseases,,False,False,False,Cancer; Kidney diseases; Musculoskeletal diseases,
OS-236,Rodent Tissue Repair: III. Skeletal Muscle,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-237,Metabolic and Morphologic Properties of Muscle Fibers and Motor Neurons after Spaceflight: I. Muscle Fibers,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-238,Metabolic and Morphologic Properties of Muscle Fibers and Motor Neurons after Spaceflight: II. Ventral Horn Cell Responses to Spaceflight and Suspension,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-239,"Morphohistochemical, Immunocytochemical, and Biochemical Investigation of Microgravity Induced Nerve and Muscle Breakdown: I. Muscle Histology",True,True,Musculoskeletal diseases,Cardiovascular diseases; Kidney diseases; Neurological diseases; Women's health,True,False,False,Musculoskeletal diseases,Cardiovascular diseases; Kidney diseases; Neurological diseases; Women's health
OS-24,Neurolab Neural Thyroid Interaction on Skeletal Isomyosin Expression in Zero-G experiment data,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,Endocrine and metabolic diseases,True,False,True,Musculoskeletal diseases; Neurological diseases,
OS-240,"Morphohistochemical, Immunocytochemical, and Biochemical Investigation of Microgravity Induced Nerve and Muscle Breakdown: II. Muscle Biochemistry",True,True,Musculoskeletal diseases,Neurological diseases,True,False,False,Musculoskeletal diseases,Neurological diseases
OS-241,"Studies of Vestibular Primary Afferents in Normal, Hyper- and Hypogravity",True,True,Eye diseases; Musculoskeletal diseases; Neurological diseases,Eye diseases; Neurological diseases,True,False,True,Musculoskeletal diseases,
OS-242,Functional Neuromuscular Adaptation to Spaceflight,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-243,Measurement of Heart Atrial Natriuretic Peptide Concentrations,True,False,Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases,
OS-244,"Biomechanical, Biochemical, and Morphological Alterations of Muscle and Dense Fibrous Connective Tissues After 14 Days Spaceflight: I. Connective Tissue Studies",True,True,Musculoskeletal diseases,Musculoskeletal diseases; Neurological diseases,True,False,True,,Neurological diseases
OS-245,"Biomechanical, Biochemical, and Morphological Alterations of Muscle and Dense Fibrous Connective Tissues: II. Composition of the Invertebral Disk",True,True,Musculoskeletal diseases,Neurological diseases,True,False,False,Musculoskeletal diseases,Neurological diseases
OS-246,"Hepatic Function in Rats After Spaceflight: I. Analyses of Selected Parameters of Carbohydrate, Amino Acid, Lipid, and Xenobiotic Metabolism",True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-247,Hepatic Function in Rats After Spaceflight: II. Glycogen Studies,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-248,Rat Testis Morphology and Physiology,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-249,Structural Changes and Cell Turnover in the Rat's Small Intestine Induced by Spaceflight.,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-25,Neurolab Neuronal Development Under Conditions of Space Flight experiment data,True,False,Mental health; Women's health,,False,False,False,Mental health; Women's health,
OS-250,"Pineal Physiology in Microgravity, Relation to Gonadal Function",True,False,Endocrine and metabolic diseases; Mental health,,False,False,False,Endocrine and metabolic diseases; Mental health,
OS-251,The Effect of Spaceflight on Pituitary Oxytocin and Vasopressin Content,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-252,"Effect of Microgravity on: I. Metabolic Enzymes in Type I, IIA, and IIB Muscle Fibers",True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-253,"Effect of Microgravity on: II. Metabolic Enzymes, Neurotransmitter Amino Acids, and Neurotransmitter Associated Enzymes in Selected Regions of the Central Nervous System",True,False,Endocrine and metabolic diseases; Neurological diseases,,False,False,False,Endocrine and metabolic diseases; Neurological diseases,
OS-254,"Growth Hormone Regulation, Synthesis and Secretion in Microgravity: I. Secretion of Growth Hormone",True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-255,"Growth Hormone Regulation, Synthesis and Secretion in Microgravity: II. Hypothalamic GH-Releasing Factor, Somatostatin Immunoreactivity, and mRNA Levels",True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-256,"Growth Hormone Regulation, Synthesis and Secretion in Microgravity: III. Plasma Analysis Hormone Measurements",True,True,Endocrine and metabolic diseases,Neurological diseases,True,False,False,Endocrine and metabolic diseases,Neurological diseases
OS-257,Histologic Examination of Lung Tissue,True,False,Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases,
OS-258,Morphological and Biochemical Examination of Heart Tissue: I. Ultra- structural Alterations in Rat Hearts After Cosmos 2044 Compared to Cosmos 1887,True,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Neurological diseases,True,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Neurological diseases
OS-259,Morphological and Biochemical Examination of Heart Tissue: II. Cardiac Morphology After Conditions of Microgravity,True,False,Cardiovascular diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Musculoskeletal diseases,
OS-26,Effects of Microgravity on Growth Hormone Concentration and Distribution in Plants Data,True,False,Endocrine and metabolic diseases; Mental health,,False,False,False,Endocrine and metabolic diseases; Mental health,
OS-260,Morphological and Biochemical Examination of Heart Tissue: III. Cyclic AMP Receptor Protein Distribution in Heart Muscle of Rats Flown on Cosmos 2044,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-261,Morphological and Biochemical Examination of Heart Tissue: IV. Altered Myosin Expression in Rat Ventricular Muscle,True,False,Cardiovascular diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Musculoskeletal diseases,
OS-262,Biological Rhythm and Temperature Regulation: I. Biological Rhythms and Temperature Regulation,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Mental health,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Mental health,
OS-263,Biological Rhythm and Temperature Regulation: II. Metabolism,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-264,Erythroid Colony Formation In-Vitro and Erythropoietin Determinations,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-265,Effect of Spaceflight on Level and Function of Immune Cells: I. Immunology Studies,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-266,"Bone Biochemistry and Mineral Distribution in the Femurs of Rats after Two Weeks in Space: Circulating Parathyroid Hormone, Calcitonin, and Osteocalcin",True,True,Endocrine and metabolic diseases; Kidney diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,True,False,True,Kidney diseases; Musculoskeletal diseases,
OS-267,Gravity and Skeletal Growth: I. Gravity and Skeletal Growth,True,False,Musculoskeletal diseases; Women's health,,False,False,False,Musculoskeletal diseases; Women's health,
OS-268,Gravity and Skeletal Growth: II. Morphological Studies of Bone and Tendon,True,False,Cardiovascular diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Musculoskeletal diseases,
OS-269,Gravity and Skeletal Growth: III. Recovery of Osteogenic Potential,True,False,Eye diseases; Musculoskeletal diseases,,False,False,False,Eye diseases; Musculoskeletal diseases,
OS-27,Immune.3 PI data,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Eye diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Eye diseases; Musculoskeletal diseases,
OS-270,Mineral Distribution and Balance in Rats During Spaceflight,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-271,Emergence of Wheat Seedlings in Zero Gravity,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-272,Effects of Weightlessness on the Root and Shoot of Wheat Seedlings,True,False,Eye diseases,,False,False,False,Eye diseases,
OS-273,Biochemical Changes in the Developing Wheat Seedling,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-274,Determination of Influence of Zero Gravity on Mutation Process Using Controlled Gamma Ray Exposure,True,False,Cancer; Women's health,,False,False,False,Cancer; Women's health,
OS-275,Possible Effects of Zero Gravity on Radiation-Induced Somatic Damage,True,False,Cancer; Women's health,,False,False,False,Cancer; Women's health,
OS-276,Mutagenic Effectiveness of Known Doses of Gamma Radiation in Combination with Weightlessness on Wasps,True,True,Mental health; Rare inherited disorders; Women's health,Neurological diseases,True,False,False,Mental health; Rare inherited disorders; Women's health,Neurological diseases
OS-277,Mutagenic Effectiveness of Known Doses of Gamma Irradiation,True,False,Cancer,,False,False,False,Cancer,
OS-278,Effects of Weightlessness on the Nutrition and Growth of Pelomyxa carolinensis,True,False,Cancer; Endocrine and metabolic diseases,,False,False,False,Cancer; Endocrine and metabolic diseases,
OS-279,Effects of Weightlessness on the Nuclear and Cellular Division of Pelomyxa carolinensis:,True,False,Cancer; Rare inherited disorders,,False,False,False,Cancer; Rare inherited disorders,
OS-28,Immune.2 PI data,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
OS-280,Effects of Sub-Gravity on Cellular Phenomena of Developing Frog Eggs,True,True,Women's health,Neurological diseases,True,False,False,Women's health,Neurological diseases
OS-281,Induction of Lysogenic Bacteria in the Space Environment,True,False,Cancer; Rare inherited disorders,,False,False,False,Cancer; Rare inherited disorders,
OS-282,Synergistic Factors Influencing Embryonic Differentiation and Development of the Flour Beetle,True,True,Cancer,Rare inherited disorders,True,False,False,Cancer,Rare inherited disorders
