osID,title,tier,tier_label,health_related,disease_areas,primary_disease_area,nlp_classified,ai_classified,ai_confidence,nlp_mesh_evidence,classification_source
OS-290,"Urine Excretion Rates of Calcium, Creatine and Creatinine in the Test Monkeys and Flight Monkey",1,Confirmed,True,Musculoskeletal diseases; Neurological diseases,Musculoskeletal diseases,True,True,0.9,D020966,nlp+ai
OS-291,Radiation Dosimetry and Spectrometry: Passive Systems,0,Not health-related,False,,,True,True,0.95,,none
OS-292,Effect of Spaceflight on Level and Function of Immune Cells: II. Proliferation and Cytokines,0,Not health-related,False,,,True,True,0.9,,none
OS-293,Bone Biomechanics,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-294,Osteogenesis:  Tissue Factors of Regulation,1,Confirmed,True,Musculoskeletal diseases,Musculoskeletal diseases,True,True,0.9,D010024,nlp+ai
OS-295,Lipid Peroxidation and Antioxidant Defense System,2,Probable,True,Cardiovascular diseases; Kidney diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-296,Mechanism of Formation of the Gastric Hypersecretory Syndrome of the Stomach,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-297,Mechanisms of Changes in the Exocrine Functions of the Pancreas,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-298,Study of the Digestive Transportation Function of the Small Intestine,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-299,Effect of Spaceflight Factors on the Functional Activity of Immune Cells,1,Confirmed,True,Cancer,Cancer,True,True,0.9,D009369,nlp+ai
OS-300,Neuronal Morphology,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-301,Cytochemistry of Neurons,2,Probable,True,Neurological diseases; Endocrine and metabolic diseases,Neurological diseases,False,True,0.9,,ai_high
OS-302,Contractile Properties of Skeletal Muscles,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-303,Tissue Fluid-Electrolyte Composition,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.9,D006934,nlp+ai
OS-304,Spinal Cord and Dorsal Root Ganglion Morphology and Histochemistry,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.9,D000309,nlp+ai
OS-305,Histochemistry of Hypothalamus,2,Probable,True,Neurological diseases; Endocrine and metabolic diseases,Neurological diseases,False,True,0.9,,ai_high
OS-306,Determination of ANF Receptors and of Particulate Guanylate Cyclase from Rats Flown in Weightlessness,2,Probable,True,Cardiovascular diseases; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-307,Effects of Spaceflight on Anterior Pituitary Receptors,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-308,Histologic Examination of Lung Tissue,2,Probable,True,Cardiovascular diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-309,"Catecholamines, Vasopressin, Atrial Natriuretic Factor (ANF) and ANF Receptors in the Rat Brain",2,Probable,True,Neurological diseases; Endocrine and metabolic diseases,Neurological diseases,False,True,0.9,,ai_high
OS-310,Effects of Zero-Gravity Exposure on Biochemical and Metabolic Properties of Skeletal Muscle,0,Not health-related,False,,,True,True,0.9,,none
OS-313,Effect of Microgravity on the Relations Between Microbiological and Epithelial Tissue and Functions of the Gastrointestinal Tract,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-314,Genetic Effects of the Space Environment on the Reproductive Cells of Drosophila Adults and Pupae,2,Probable,True,Women's health,Women's health,False,True,0.9,,ai_high
OS-315,Effects of Cosmic Particle Radiation on Pocket Mice Aboard Apollo 17,2,Probable,True,Neurological diseases; Eye diseases,Neurological diseases,False,True,0.9,,ai_high
OS-316,"Effects of Cosmic Particle Radiation on the Calvarium, Brain, and Meninges",1,Confirmed,True,Neurological diseases,Neurological diseases,True,True,0.9,D001930,nlp+ai
OS-317,Effects of Cosmic Particle Radiation on the Scalp,2,Probable,True,Cancer; Rare inherited disorders,Cancer,False,True,0.9,,ai_high
OS-318,Effects of Cosmic Particle Radiation on the Nasal Mucosa,2,Probable,True,Neurological diseases; Cancer,Neurological diseases,False,True,0.85,,ai_high
OS-319,Effects of Cosmic Particle Radiation on the Ear,2,Probable,True,Neurological diseases; Cancer,Neurological diseases,False,True,0.7,,ai_high
OS-320,Effects of Cosmic Particle Radiation on the Eye,2,Probable,True,Eye diseases,Eye diseases,False,True,0.9,,ai_high
OS-321,Chronobiology of Pocket Mice,2,Probable,True,Endocrine and metabolic diseases; Mental health,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-322,Circadian Rhythm in Vinegar Gnats,2,Probable,True,Mental health,Mental health,False,True,0.9,,ai_high
OS-323,Orbiting Frog Otolith Experiment: Preliminary Results,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-324,Orbiting Frog Otolith Experiment: Secondary Spike Analysis,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-325,Orbiting Frog Otolith Experiment: Comparison to Control Studies,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-326,Sea Urchin Fertilization and Development,3,Uncertain,True,Cancer; Rare inherited disorders; Women's health,Cancer,False,True,0.4,,ai_low
OS-327,Frog Egg Growth,2,Probable,True,Women's health; Endocrine and metabolic diseases,Women's health,False,True,0.9,,ai_high
OS-328,Frog Egg Growth,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-329,The Influence of Weightlessness on Lignification in Developing Plant Seedlings,3,Uncertain,True,Musculoskeletal diseases; Endocrine and metabolic diseases,Musculoskeletal diseases,False,True,0.4,,ai_low
OS-330,Karyological Observations in Developing Root Seedlings,2,Probable,True,Cancer; Rare inherited disorders,Cancer,False,True,0.7,,ai_high
OS-331,Cytological and Ultrastructural Studies on Root Tissues,0,Not health-related,False,,,False,False,0.75,,none
OS-332,Rat Maintenance in the Research Animal Holding Facility During the Flight of Spacelab 3,2,Probable,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-333,Microgravity Changes in Heart Structure and Cyclic-AMP Metabolism,0,Not health-related,False,,,True,True,0.9,,none
OS-334,Atriopeptin in Atria and Plasma of Rats Orbited Aboard NASA Spacelab-3 for Seven Days,2,Probable,True,Cardiovascular diseases; Kidney diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-335,Effect of Flight in Mission SL-3 on Cytokine Production by Rats,2,Probable,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.75,,ai_high
OS-336,The Influence of Space Flight on the Rat Soleus,2,Probable,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-337,"Electron Microprobe Analyses of Calcium, Sulfate, Magnesium, and Phosphorous Distribution in Incisors of Spacelab-3 Rats",2,Probable,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-338,Microprobe Analyses of Epiphyseal Plates from Spacelab 3 Rats,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-339,"Effect of Seven Days of Spaceflight on Hindlimb Muscle Protein, RNA and DNA in Adult Rats",0,Not health-related,False,,,True,True,0.9,,none
OS-340,Morphologic and Histochemical Studies of Bone Cells from SL-3 Rats,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-341,Osteocalcin as an Indicator of Bone Metabolism During Spaceflight,2,Probable,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-342,Muscle Protein and Glycogen Responses to Recovery from Hypogravity and Unloading by Tail-Cast Suspension,2,Probable,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-343,Morphological and Biochemical Changes in Soleus and Extensor Digitorum Longus Muscles of Rats Orbited in Spacelab 3,0,Not health-related,False,,,True,True,0.9,,none
OS-344,Bone Maturation in Rats Flown on the Spacelab-3 Mission,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-345,Space Lab 3: Histomorphometric Analysis of the Rat Skeleton,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-346,Census of Osteoblast Precursor Cells in Periodontal Ligament (PDL) of Spacelab-3 Rats,2,Probable,True,Eye diseases; Musculoskeletal diseases; Mental health,Eye diseases,False,True,0.9,,ai_high
OS-347,Changes in Functional Metabolism in the Rat Central Nervous System Following Spaceflight,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.9,D003681,nlp+ai
OS-348,Effects of Weightlessness on Neurotransmitter Receptors in Selected Brain Areas,2,Probable,True,Neurological diseases; Endocrine and metabolic diseases,Neurological diseases,False,True,0.9,,ai_high
OS-349,Reduction of the Spermatogonial Population in Rat Testes Flown on Spacelab 3,2,Probable,True,Endocrine and metabolic diseases; Cancer,Endocrine and metabolic diseases,False,True,0.85,,ai_high
OS-350,Biochemical and Morphological Evaluation of the Effects of Space Flight on Rat Salivary Glands,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-351,"1,25-Dihydroxyvitamin D3 Receptors in Space Flown vs. Grounded Control Rat Kidneys",2,Probable,True,Kidney diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Kidney diseases,False,True,0.9,,ai_high
OS-352,Hepatic Enzymes of Sphingolipid and Glycerolipid Biosynthesis in Rats from Spacelab 3,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-353,Hepatic Enzyme Adaptation in Rats after Spaceflight,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-354,Plasma Renin Concentrations of Rats Orbited for 7 Days Aboard NASA Spacelab 3,2,Probable,True,Cardiovascular diseases; Neurological diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-355,Hematologic Parameters of Astrorats Flown on Spacelab-3,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-356,Microgravity Associated Changes in Pituitary Growth Hormone (GH) Cells Prepared from Rats Flown on Spacelab 3,0,Not health-related,False,,,True,True,0.9,,none
OS-357,Homeostasis and Biological Rhythms in the Rat During Spaceflight,2,Probable,True,Cardiovascular diseases; Mental health,Cardiovascular diseases,False,True,0.9,,ai_high
OS-358,Early Adaptation to Altered Gravitational Environments in the Squirrel Monkey,2,Probable,True,Neurological diseases; Mental health,Neurological diseases,False,True,0.9,,ai_high
OS-359,Effect of Flight in Mission SL-3 on Interferon-Gamma Production by Rats,2,Probable,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.85,,ai_high
OS-360,Results of Examination of the Respiratory System in Spacelab-3 Flight Rats,2,Probable,True,,,False,True,0.75,,ai_high
OS-361,Physiological Systems Experiment,1,Confirmed,True,Musculoskeletal diseases; Neurological diseases,Musculoskeletal diseases,True,True,0.9,D001851|D009133,nlp+ai
OS-362,Gravity-Induced Lignification in Higher Plants,0,Not health-related,False,,,False,False,0.75,,none
OS-363,Effects of Weightlessness on Arthritis,1,Confirmed,True,Musculoskeletal diseases; Neurological diseases,Musculoskeletal diseases,True,True,0.9,D001168|D001929,nlp+ai
OS-364,The Effects of Weightlessness in Spaceflight on the Healing of Bones,2,Probable,True,Cardiovascular diseases; Musculoskeletal diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-365,Animal Enclosure Module Inflight Test,3,Uncertain,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Cardiovascular diseases,False,True,0.4,,ai_low
OS-366,Characterization of Neurospora crassa Circadian Rhythms (CNCR) in Space,2,Probable,True,Mental health,Mental health,False,True,0.9,,ai_high
OS-367,Effects of Space Travel on Mammalian Gravity Receptors,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-368,"Electron Microscopy, Light Microscopy and Protease Activity of Rat Hindlimb Muscles",0,Not health-related,False,,,True,True,0.9,,none
OS-369,Morphology of End and Intermediate Brain,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-370,Effect of SLS-2 Space Flight on Immunological Parameters of Rats: Immunity Mediators,2,Probable,True,Cancer; Musculoskeletal diseases,Cancer,False,True,0.9,,ai_high
OS-371,The Stressogenic Effect of Microgravity: Biochemical Studies,0,Not health-related,False,,,True,True,0.9,,none
OS-372,Ultrastructure and Histochemistry of Vestibular Structures and Vegatative Nuclei of the Brain,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-373,Morphology and Histochemistry of Proprioceptive Cerebellum,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
OS-374,Cytochemistry and Biochemistry of Hydrolic Enzymes in Osteoclasts and Bones,1,Confirmed,True,Musculoskeletal diseases,Musculoskeletal diseases,True,True,0.9,D001851,nlp+ai
OS-375,Morphological Investigations of Skeletal Muscles of SLS-2,0,Not health-related,False,,,True,True,0.9,,none
OS-376,Cellular Homeostasis in Microgravity: Energy and Structure,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.9,D007003|D006943,nlp+ai
OS-377,Bone Minerals and Morphological and Functional Changes,1,Confirmed,True,Musculoskeletal diseases,Musculoskeletal diseases,True,True,0.9,D010024,nlp+ai
OS-378,Functional State of Thyroid and Calcitonin Producing System of Rat Thyroid Gland in Microgravity,2,Probable,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.9,,ai_high
OS-379,Morphological Analysis of Pituitary Somatotrophs of SLS-1 and SLS-2 Rats,1,Confirmed,True,Endocrine and metabolic diseases; Neurological diseases,Endocrine and metabolic diseases,True,True,0.9,D001928,nlp+ai
OS-380,Kidneys and Fluid-Electrolyte Homeostasis,2,Probable,True,Cardiovascular diseases; Kidney diseases; Women's health; Endocrine and metabolic diseases; Musculoskeletal diseases,Cardiovascular diseases,False,True,0.9,,ai_high
OS-381,Single Fiber Muscle Function,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-382,Ultrastructural Changes in Choroid Plexus of Rats Maintained in Microgravity During a Spaceflight,0,Not health-related,False,,,True,True,0.9,,none
OS-383,Histomorphometric Analysis of Bone Tissue after Weightlessness Exposure and Recovery,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
OS-384,Gravitropic Threshold (GTHRES),0,Not health-related,False,,,False,False,0.75,,none
OS-385,Response to Light Stimulus Phototropic Transients (FOTRAN),0,Not health-related,False,,,False,False,0.75,,none
OS-386,Genetic and Molecular Dosimetry of HZE Radiation (RADIAT),1,Confirmed,True,Cancer,Cancer,True,True,0.95,D009369,nlp+ai
OS-387,Microgravitational Effects on Chromosome Behavior (Yeast),2,Probable,True,Cancer; Rare inherited disorders,Cancer,False,True,0.85,,ai_high
