osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url
SSRE-SPACE-BIOFILMS,"Characterization of Biofilm Formation, Growth, and Gene Expression on Different Materials and Environmental Conditions in Microgravity",,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 61/62, 67, 66",,5,"Herrera-Jordan K, Pennington P, Zea L. Reduced Pseudomonas aeruginosa cell size observed on planktonic cultures grown in the International Space Station. Microorganisms. 2024 February 16; 12(2): 393. DOI: 10.3390/microorganisms12020393. | Flores P, Luo J, Mueller DW, Muecklich F, Zea L. Space biofilms - An overview of the morphology of Pseudomonas aeruginosa biofilms grown on silicone and cellulose membranes on board the International Space Station. Biofilm. 2024 June; 7: 100182. DOI: 10.1016/j.bioflm.2024.100182. | Flores P, Schauer R, McBride SA, Luo J, Hoehn CV, Doraisingam S, Widhalm D, Chadha J, Selman L, Mueller DW, Floyd S, Rupert MA, Gorti S, Reagan SE, Varanasi KK, Koch C, Meir JU, Muecklich F, Moeller R, Stodieck LS, Countryman S, Zea L. Preparation for and performance of a Pseudomonas aeruginosa biofilm experiment on board the International Space Station. Acta Astronautica. 2022 October; 199: 386-400. DOI: 10.1016/j.actaastro.2022.07.015. | Flores P, McBride SA, Galazka JM, Varanasi KK, Zea L. Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces. npj Microgravity. 2023 August 16; 9(1): 1-14. DOI: 10.1038/s41526-023-00316-w. | Hupka M, Kedia R, Schauer R, Shepard B, Granados-Presa M, Vande Hei M, Flores P, Zea L. Morphology of Penicillium rubens biofilms formed in space. Life. 2023 April; 13(4): 1001. DOI: 10.3390/life13041001.",Luis Zea,"BioServe Space Technologies, Boulder, CO, United States",Luis Zea,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-CANDY-ROCKS,Space Candy &ldquo;Rocks&rdquo; with Vitamin D,,,,National Aeronautics and Space Administration (NASA),Educational and Cultural Activities,ISS Expedition 70,,0,,Jean Pelezo,"Nanoracks LLC, Webster, TX, United States",Jean Pelezo,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-CELLS-01,Space Cells-01,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 61/62,,0,,Peter McCullagh,"BioServe Space Technologies, Boulder, CO, United States",Peter McCullagh,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-DEBRIS-SENSOR,Space Debris Sensor,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 53/54, 57/58, 61/62",,0,,Joseph Hamilton,"NASA Johnson Space Center, Houston, TX, United States",Joseph Hamilton,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-EMBRYO,Mammalian Early Embryogenesis Under Microgravity State in Space,,,,Japan Aerospace Exploration Agency (JAXA),Biology and Biotechnology,"ISS Expedition 65, 66",,2,"Wakayama T, Wakayama S, Suzuki T, Yamazaki C. Frozen egg cultivation apparatus, and method for cultivating frozen eggs. United States Patent and Trademark Office. US20230287339A1. 2023 September 14. | Wakayama S, Shimazu T, Yamamori T, Osada I, Umehara M, Emura R, Kazama K, Wakayama T, Soejima M, Ushigome N, Suzuki T, Sano H, Kikuchi Y, Hayashi E, Yamazaki C, Hasegawa A, Mochida K, Yang L, Imase K, Sato Y, Kurokawa Y. Effect of microgravity on mammalian embryo development evaluated at the International Space Station. iScience. 2023 November 17; 26(11): 108177. DOI: 10.1016/j.isci.2023.108177.",Teruhiko Wakayama,"Japan Aerospace Exploration Agency, Tsukuba, Japan",Teruhiko Wakayama,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-FIBERS,Fiber Optics Manufacturing in Space,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 59/60, 68",,1,"Starodubov D, McCormick K, Dellosa M, Erdelyi E, Volfson L. Facility for orbital material processing. Sensors and Systems for Space Applications XI, Orlando, Florida; 2018 May 2. 106410T. DOI: 10.1117/12.2305830.","Dmitry Starodubov, FOMS, San Diego","FOMS Inc., San Diego, CA, United States","Dmitry Starodubov, FOMS, San Diego",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-FOOD-AND-CREW-PROVISIONING-ITEMS,Space Food and Crew Provisioning Items,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,"ISS Expedition 65, 68, 69",,0,,Hirotaka Maruyama,"Japan Aerospace Exploration Agency (JAXA), Tsukuba, Japan",Hirotaka Maruyama,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-HAUC,SPACE HAUC,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 65,,0,,Supriya Chakrabarti,"Lowell Center for Space Science and Technology, Lowell, MA, United States",Supriya Chakrabarti,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-HEADACHES,Space Headaches,,,,European Space Agency (ESA),Human Research,"ISS Expedition 29/30, 31/32, 33/34, 35/36, 37/38, 39/40, 41/42, 43/44, 45/46, 47/48, 49/50, 51/52, 53/54, 55/56",,6,"Gazerani P. Space headaches. Future Neurology. 2017 March 30; 12(2): 4 pp. DOI: 10.2217/fnl-2017-0002. | Van Oosterhout WP, Perenboom MJ, Terwindt GM, Ferrari MD, Vein AA. Frequency and clinical features of space headache experienced by astronauts during long-haul space flights. Neurology. 2024 April 9; 102(7): e209224. DOI: 10.1212/WNL.0000000000209224. | Van Oosterhout WP, Terwindt GM, Vein AA, Ferrari MD. Space headache on Earth: Head-down-tilted bed rest studies simulating outer-space microgravity. Cephalalgia. 2015 April; 35(4): 335-343. DOI: 10.1177/0333102414536058. | Vein AA, Koppen H, Haan J, Terwindt GM, Ferrari MD. Space headache: A new secondary headache. Cephalalgia. 2009 June 1; 29(6): 683-686. DOI: 10.1111/j.1468-2982.2008.01775.x. | Heider E, Pesquet T. The Thomas Pesquet Proxima Mission: An overview of accomplishments and science results. 73rd International Astronautical Congress (IAC), Paris, France; 2022 September 18-22. 25pp. | Feuerecker M, Van Oosterhout WP, Feuerecker B, Matzel S, Schelling G, Rehm M, Vein AA, Chouker A. Headache under simulated microgravity is related to endocrine, fluid distribution, and tight junction changes. Pain. 2016 May; 157(4): 1072-1078. DOI: 10.1097/j.pain.0000000000000481.","A. Vein, Department of Neurology, Leiden",,"A. Vein, Department of Neurology, Leiden",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-HEALTH,Autonomous Health Monitoring for Adaption Assessment on Long Range Missions Using Big Data Analytic,,,,Canadian Space Agency (CSA),Human Research,"ISS Expedition 68, 69, 70, 71, 72, 73, 74",,0,,Carolyn McGregor,"Ontario Tech University, Oshawa, Ontario, Canada",Carolyn McGregor,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-HEMATOPOIETIC-STEM-CELL-AGING-AX-2,Space Hematopoietic Stem Cell Aging (SASHA) (Ax-2),,,,National Aeronautics and Space Administration (NASA),Human Research,ISS Expedition 69,,0,,Catriona Jamieson,"Sanford Stem Cell Institute/UC-San Diego, School of Medicine, La Jolla , CA, United States",Catriona Jamieson,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-LINE-M,Examination of the Bioactive Potential of Marine Actinobacteria,,,,National Aeronautics and Space Administration (NASA),Educational and Cultural Activities,ISS Expedition 65,,0,,"Marialina Tsinidis, Athens",,"Marialina Tsinidis, Athens; Manolis Symigdalas, Athens",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-MICROALGAE-ISRO,Impact of Microgravity in the ISS on Edible Microalgae,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 73,,0,,Shashi Kumar,"International Centre for Genetic Engineering and Biotechnology, New Delhi, India",Shashi Kumar,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-MOSS,Environmental Response and Utilization of Mosses in Space &ndash; Space Moss,,,,Japan Aerospace Exploration Agency (JAXA),Biology and Biotechnology,"ISS Expedition 59/60, 61/62",,3,"Maeng C, Hiwatashi Y, Nakamura K, Matsuda O, Mita H, Tomita-Yokotani K, Yokobori S, Yamagishi A, Kume A, Fujita T. Extreme environmental tolerance and space survivability of the moss, Physcomitrium patens. iScience. 2025 December 19; 28(12): 113827. DOI: 10.1016/j.isci.2025.113827. | Wakabayashi H, Matsuda O, Fujita T, Kume A. Practical application of proximal sensing for monitoring the growth of Physcomitrium patens. Biological Sciences in Space. 2021 August 17; 35: 32-40. DOI: 10.2187/bss.35.32. | Kume A, Kamachi H, Onoda Y, Hanba YT, Hiwatashi Y, Karahara I, Fujita T. How plants grow under gravity conditions besides 1 g: perspectives from hypergravity and space experiments that employ bryophytes as a model organism. Plant Molecular Biology. 2021 November; 107: 279-291. DOI: 10.1007/s11103-021-01146-8.",Tomomichi Fujita,"JAXA Human Spaceflight Technology Directorate, Tsukuba, Japan",Tomomichi Fujita,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-ORGANOGENESIS,Development of Advanced 3D Organ Culture System Utilizing the Microgravity Environment,,,,Japan Aerospace Exploration Agency (JAXA),Biology and Biotechnology,"ISS Expedition 69, 70, 71, 64",,0,,Hideki Taniguchi,"JEM Utilization Center, Japan Aerospace Exploration Agency, Tsukuba, Japan",Hideki Taniguchi,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-PUP,Effect of space environment on mammalian reproduction,,,,Japan Aerospace Exploration Agency (JAXA),Biology and Biotechnology,"ISS Expedition 35/36, 37/38, 39/40, 41/42, 43/44, 45/46, 47/48, 49/50, 51/52, 53/54, 55/56, 57/58, 59/60",,3,"Wakayama S, Kamada Y, Yamanaka K, Kohda T, Suzuki HH, Shimazu T, Tada MN, Osada I, Nagamatsu A, Kamimura S, Nagatomo H, Mizutani E, Ishino F, Yano S, Wakayama T. Healthy offspring from freeze-dried mouse spermatozoa held on the International Space Station for 9 months. Proceedings of the National Academy of Sciences of the United States of America. 2017 May 22; 114(23): 5988-5993. DOI: 10.1073/pnas.1701425114. | Wakayama S, Ito D, Kamada Y, Shimazu T, Suzuki T, Nagamatsu A, Araki R, Ishikawa T, Kamimura S, Hirose N, Kazama K, Yang L, Inoue R, Kikuchi Y, Hayashi E, Emura R, Watanabe R, Nagatomo H, Suzuki HH, Yamamori T, Tada MN, Osada I, Umehara M, Sano H, Kasahara H, Higashibata A, Yano S, Abe M, Kishigami S, Kohda T, Ooga M, Wakayama T. Evaluating the long-term effect of space radiation on the reproductive normality of mammalian sperm preserved on the International Space Station. Science Advances. 2021 June; 7(24): eabg5554. DOI: 10.1126/sciadv.abg5554. | Wakayama S, Shimazu T, Yamamori T, Osada I, Umehara M, Emura R, Kazama K, Wakayama T, Soejima M, Ushigome N, Suzuki T, Sano H, Kikuchi Y, Hayashi E, Yamazaki C, Hasegawa A, Mochida K, Yang L, Imase K, Sato Y, Kurokawa Y. Effect of microgravity on mammalian embryo development evaluated at the International Space Station. iScience. 2023 November 17; 26(11): 108177. DOI: 10.1016/j.isci.2023.108177.",Teruhiko Wakayama,"Japan Aerospace Exploration Agency, Space Environment Utilization Center, Tsukuba, Japan",Teruhiko Wakayama,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-PUP-II,Study for the Mammalian Next Generation after Exposure to Deep Space Radiation,,,,Japan Aerospace Exploration Agency (JAXA),Biology and Biotechnology,"ISS Expedition 70, 73",,0,,Sayaka Wakayama,"Japan Aerospace Exploration Agency (JAXA), Tsukuba, Japan",Sayaka Wakayama,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-SEEDS-FOR-SUSTAINABLE-INDOOR-FARMING,Leveraging Space Mutagenesis as a Disruptive Technology to Screen for Desirable Phenotypic Traits in Asian Leafy Greens Highly Selected for Indoor Farming,,,,European Space Agency (ESA),Biology and Biotechnology,ISS Expedition 70,,0,,Bin Tean Teh,"Space Applications Services, Sint-Stevens-Woluwe, Belgium",Bin Tean Teh,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-STUDIO-KIBO,The Space Frontier Studio KIBO,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,"ISS Expedition 63, 68, 69, 70, 72, 73, 64, 66, 74, 75",,0,,Masayoshi Boku,"Bascule Inc., Tokyo, Japan",Masayoshi Boku,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-CUBELAB-SATELLITE-DEMONSTRATOR,Space Tango - University of Kentucky Cubelab Satellite Demonstrator,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 67, 66",,0,,Thomas Seigler,"Space Tango, Inc., Lexington, KY, United States",Thomas Seigler,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-CELL-CULTURE-HARDWARE-TEST,Cell Culture Hardware Test,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 49/50,,0,,,,,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-FAN,Space Tango Fan,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 55/56, 57/58",,0,,"Gentry Barnett, Space Tango","Space Tango, Inc., Lexington, KY, United States","Gentry Barnett, Space Tango",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-ARABIDOPSIS,Arabidopsis,,,,National Aeronautics and Space Administration (NASA),Educational and Cultural Activities,ISS Expedition 49/50,,0,,"Ted Tagami, Magnitude.io, Albany","Space Tango, Inc., Lexington, KY, United States","Ted Tagami, Magnitude.io, Albany",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-CACTUS,Cactus-Mediated Carbon Dioxide Removal in Microgravity,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 51/52,,0,,"Gentry Barnett, Space Tango","Space Tango, Inc., Lexington, KY, United States","Gentry Barnett, Space Tango",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-E-COLI-ANTIBIOTIC-SENSITIVITY-EXPERIMENT,Antibiotic Properties and Sensitivity of <em>E.Coli</em> in Microgravity,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 51/52, 53/54",,0,,"Gentry Barnett, Space Tango","Space Tango, Inc., Lexington, KY, United States","Gentry Barnett, Space Tango",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-EXOMED-MICROBIOME-BACTERIA,Exomed Microbiome Bacteria,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 49/50,,0,,Dave Schnell,"Space Tango, Inc., Lexington, KY, United States",Dave Schnell,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-FRUIT-FLIES,Activity of Mutated <em>Drosophila</em> in Microgravity,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 53/54,,0,,"Gentry Barnett, Space Tango","Space Tango, Inc., Lexington, KY, United States","Gentry Barnett, Space Tango",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-GLUCOSE-TEST-1-AND-2,The Deconvolution of Biosensor Glucose Diffusion Contributions in Microgravity,,,,National Aeronautics and Space Administration (NASA),Human Research,ISS Expedition 51/52,,0,,"Michail Kastellorizios, Biorasis, Mansfield","Space Tango, Inc., Lexington, KY, United States","Michail Kastellorizios, Biorasis, Mansfield",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-MMARS-1,Space Tango Payload Card MMARS-1,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 49/50,,0,,Maria Birlem,"Space Tango, Inc., Lexington, KY, United States",Maria Birlem,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-PLANT-GERMINATION-AND-GROWTH,Plant Germination and Growth Module Evaluation,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 51/52,,0,,"Gentry Barnett, Space Tango","Space Tango, Inc., Lexington, KY, United States","Gentry Barnett, Space Tango",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-RADIATION,Space Shields: The Inhibition of Gamma Rays via Passive Shielding,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 51/52,,0,,"Michelle Lucas, Higher Orbits, Aurora","Space Tango, Inc., Lexington, KY, United States","Michelle Lucas, Higher Orbits, Aurora",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-SEED-1-AND-2,SEED-1 and SEED-2,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 49/50,,0,,Joe Chappelle,"Space Tango, Inc., Lexington, KY, United States",Joe Chappelle,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-TANGO-PAYLOAD-CARD-SMOOTH-MUSCLE-CELL-CULTURE,Smooth Muscle Cell Culture,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 49/50,,0,,Michael Fultz,"Space Tango, Inc., Lexington, KY, United States",Michael Fultz,,https://www.nasa.gov/mission/station/research-explorer/
